task	stimulus	sound_word	action_word	expected_response	response	rt	condition	subject	log_rt	
lexical_decision	Schlagzeug	1	1	1.0	1.0	843.0	pIPL	1	2.9258275746247424	
lexical_decision	Bach	1	-1	1.0	1.0	1178.0	pIPL	1	3.0711452904510828	
lexical_decision	Zigarette	-1	1	1.0	1.0	573.0	pIPL	1	2.75815462196739	
lexical_decision	Löffel	-1	1	1.0	1.0	608.0	pIPL	1	2.783903579272735	
lexical_decision	Schraube	-1	1	1.0	1.0	708.0	pIPL	1	2.850033257689769	
lexical_decision	Nachtigall	1	-1	1.0	1.0	669.0	pIPL	1	2.8254261177678233	
lexical_decision	Kanone	1	1	1.0	1.0	571.0	pIPL	1	2.756636108245848	
lexical_decision	Plakette	-1	-1	1.0	1.0	813.0	pIPL	1	2.910090545594068	
lexical_decision	Tanne	-1	-1	1.0	1.0	513.0	pIPL	1	2.7101173651118162	
lexical_decision	Gitarre	1	1	1.0	1.0	583.0	pIPL	1	2.765668554759014	
lexical_decision	Lanze	-1	1	1.0	1.0	555.0	pIPL	1	2.7442929831226763	
lexical_decision	Propeller	1	-1	1.0	1.0	677.0	pIPL	1	2.8305886686851442	
lexical_decision	Hilberite	NA	NA	0.0	0.0	582.0	pIPL	1	2.7649229846498886	
lexical_decision	Bohrer	1	1	1.0	1.0	618.0	pIPL	1	2.790988475088816	
lexical_decision	Cello	1	1	1.0	1.0	586.0	pIPL	1	2.767897616018091	
lexical_decision	Käfer	-1	-1	1.0	1.0	495.0	pIPL	1	2.694605198933569	
lexical_decision	Margerite	-1	-1	1.0	1.0	1193.0	pIPL	1	3.076640443670342	
lexical_decision	Pullover	-1	1	1.0	1.0	685.0	pIPL	1	2.8356905714924254	
lexical_decision	Eule	1	-1	1.0	1.0	615.0	pIPL	1	2.788875115775417	
lexical_decision	Wasserfall	1	-1	1.0	1.0	510.0	pIPL	1	2.7075701760979363	
lexical_decision	Trompete	1	1	1.0	1.0	592.0	pIPL	1	2.77232170672292	
lexical_decision	Zwecht	NA	NA	0.0	1.0	463.0	pIPL	1	2.6655809910179533	
lexical_decision	Korzesse	NA	NA	0.0	0.0	739.0	pIPL	1	2.8686444383948255	
lexical_decision	Geröll	1	-1	1.0	1.0	871.0	pIPL	1	2.9400181550076634	
lexical_decision	Turbine	1	-1	1.0	1.0	1128.0	pIPL	1	3.0523090996473234	
lexical_decision	Flöte	1	1	1.0	1.0	761.0	pIPL	1	2.8813846567705728	
lexical_decision	Nanke	NA	NA	0.0	0.0	821.0	pIPL	1	2.9143431571194407	
lexical_decision	Niff	NA	NA	0.0	0.0	927.0	pIPL	1	2.967079734144497	
lexical_decision	Niepe	NA	NA	0.0	0.0	765.0	pIPL	1	2.8836614351536176	
lexical_decision	Lüftung	1	-1	1.0	1.0	1054.0	pIPL	1	3.022840610876528	
lexical_decision	Satellit	-1	-1	1.0	1.0	596.0	pIPL	1	2.7752462597402365	
lexical_decision	Undilgung	NA	NA	0.0	0.0	794.0	pIPL	1	2.8998205024270964	
lexical_decision	Drossel	1	-1	1.0	1.0	517.0	pIPL	1	2.7134905430939424	
lexical_decision	Telefon	1	1	1.0	1.0	584.0	pIPL	1	2.7664128471123997	
lexical_decision	Kajak	-1	1	1.0	1.0	663.0	pIPL	1	2.821513528404773	
lexical_decision	Löttung	NA	NA	0.0	0.0	918.0	pIPL	1	2.9628426812012423	
lexical_decision	Pfeiler	-1	-1	1.0	1.0	646.0	pIPL	1	2.8102325179950842	
lexical_decision	Wossel	NA	NA	0.0	0.0	616.0	pIPL	1	2.7895807121644256	
lexical_decision	Moped	1	1	1.0	1.0	644.0	pIPL	1	2.808885867359812	
lexical_decision	Perücke	-1	1	1.0	1.0	881.0	pIPL	1	2.9449759084120477	
lexical_decision	Cobmalo	NA	NA	0.0	0.0	842.0	pIPL	1	2.9253120914996495	
lexical_decision	Porsel	NA	NA	0.0	0.0	675.0	pIPL	1	2.829303772831025	
lexical_decision	Dritschge	NA	NA	0.0	0.0	725.0	pIPL	1	2.8603380065709936	
lexical_decision	Alge	-1	-1	1.0	1.0	641.0	pIPL	1	2.8068580295188172	
lexical_decision	Säpstler	NA	NA	0.0	0.0	880.0	pIPL	1	2.9444826721501687	
lexical_decision	Schaf	1	-1	1.0	1.0	585.0	pIPL	1	2.7671558660821804	
lexical_decision	Ukulele	1	1	1.0	1.0	1260.0	pIPL	1	3.100370545117563	
lexical_decision	Schmaure	NA	NA	0.0	0.0	806.0	pIPL	1	2.906335041805091	
lexical_decision	Tablett	-1	1	1.0	1.0	1066.0	pIPL	1	3.0277572046905536	
lexical_decision	Raupe	-1	-1	1.0	1.0	692.0	pIPL	1	2.840106094456758	
lexical_decision	Noffel	NA	NA	0.0	0.0	964.0	pIPL	1	2.984077033902831	
lexical_decision	Kamm	-1	1	1.0	1.0	628.0	pIPL	1	2.797959643737196	
lexical_decision	Sirene	1	-1	1.0	1.0	743.0	pIPL	1	2.8709888137605755	
lexical_decision	Klanette	NA	NA	0.0	0.0	856.0	pIPL	1	2.932473764677153	
lexical_decision	Lawine	1	-1	1.0	1.0	963.0	pIPL	1	2.9836262871245345	
lexical_decision	Skorpion	-1	-1	1.0	1.0	764.0	pIPL	1	2.8830933585756897	
lexical_decision	Balken	-1	-1	1.0	1.0	629.0	pIPL	1	2.798650645445269	
lexical_decision	Meime	NA	NA	0.0	0.0	738.0	pIPL	1	2.8680563618230415	
lexical_decision	Frinze	NA	NA	0.0	0.0	689.0	pIPL	1	2.8382192219076257	
lexical_decision	Pinsel	-1	1	1.0	1.0	662.0	pIPL	1	2.8208579894397	
lexical_decision	Ananas	-1	1	1.0	1.0	848.0	pIPL	1	2.9283958522567137	
lexical_decision	Maff	NA	NA	0.0	0.0	802.0	pIPL	1	2.9041743682841634	
lexical_decision	Hanbe	NA	NA	0.0	0.0	703.0	pIPL	1	2.846955325019824	
lexical_decision	Tandem	-1	1	1.0	1.0	885.0	pIPL	1	2.9469432706978256	
lexical_decision	Kröte	1	-1	1.0	1.0	856.0	pIPL	1	2.932473764677153	
lexical_decision	Wellensittich	1	-1	1.0	1.0	729.0	pIPL	1	2.8627275283179747	
lexical_decision	Flinte	1	1	1.0	1.0	625.0	pIPL	1	2.7958800173440754	
lexical_decision	Höhle	-1	-1	1.0	1.0	509.0	pIPL	1	2.7067177823367587	
lexical_decision	Kartrabage	NA	NA	0.0	0.0	853.0	pIPL	1	2.930949031167523	
lexical_decision	Kontrabass	1	1	1.0	1.0	726.0	pIPL	1	2.8609366207000937	
lexical_decision	Toske	NA	NA	0.0	0.0	633.0	pIPL	1	2.801403710017355	
lexical_decision	Zange	-1	1	1.0	1.0	543.0	pIPL	1	2.734799829588847	
lexical_decision	Spags	NA	NA	0.0	0.0	774.0	pIPL	1	2.8887409606828927	
lexical_decision	Ulge	NA	NA	0.0	0.0	701.0	pIPL	1	2.8457180179666586	
lexical_decision	Geläut	1	-1	1.0	0.0	1570.0	pIPL	1	3.1958996524092336	
lexical_decision	Waffel	-1	1	1.0	1.0	879.0	pIPL	1	2.9439888750737717	
lexical_decision	Mikrofon	1	1	1.0	1.0	708.0	pIPL	1	2.850033257689769	
lexical_decision	Henne	1	-1	1.0	1.0	649.0	pIPL	1	2.812244696800369	
lexical_decision	Flyer	-1	1	1.0	1.0	838.0	pIPL	1	2.9232440186302764	
lexical_decision	Grinpion	NA	NA	0.0	0.0	880.0	pIPL	1	2.9444826721501687	
lexical_decision	Qualle	-1	-1	1.0	1.0	667.0	pIPL	1	2.824125833916549	
lexical_decision	Spinne	-1	-1	1.0	1.0	481.0	pIPL	1	2.682145076373832	
lexical_decision	Zilke	NA	NA	0.0	0.0	721.0	pIPL	1	2.857935264719429	
lexical_decision	Knöhe	NA	NA	0.0	0.0	630.0	pIPL	1	2.7993405494535817	
lexical_decision	Xylophon	1	1	1.0	1.0	732.0	pIPL	1	2.864511081058392	
lexical_decision	Knopf	-1	1	1.0	1.0	581.0	pIPL	1	2.7641761323903307	
lexical_decision	Ente	1	-1	1.0	1.0	519.0	pIPL	1	2.7151673578484576	
lexical_decision	Elefant	1	-1	1.0	1.0	664.0	pIPL	1	2.8221680793680175	
lexical_decision	Pferd	1	1	1.0	1.0	470.0	pIPL	1	2.6720978579357175	
lexical_decision	Sarken	NA	NA	0.0	0.0	826.0	pIPL	1	2.9169800473203824	
lexical_decision	Kuchen	-1	1	1.0	1.0	741.0	pIPL	1	2.869818207979328	
lexical_decision	Pavian	1	-1	1.0	1.0	684.0	pIPL	1	2.835056101720116	
lexical_decision	Häcksler	1	1	1.0	1.0	732.0	pIPL	1	2.864511081058392	
lexical_decision	Abbildung	-1	-1	1.0	1.0	593.0	pIPL	1	2.7730546933642626	
lexical_decision	Tornado	1	-1	1.0	1.0	600.0	pIPL	1	2.7781512503836434	
lexical_decision	Pucher	NA	NA	0.0	0.0	857.0	pIPL	1	2.932980821923198	
lexical_decision	Enadis	NA	NA	0.0	0.0	754.0	pIPL	1	2.877371345869774	
lexical_decision	Baby	1	1	1.0	1.0	711.0	pIPL	1	2.851869600729766	
lexical_decision	Salamander	-1	-1	1.0	1.0	714.0	pIPL	1	2.8536982117761744	
lexical_decision	Dach	-1	-1	1.0	1.0	635.0	pIPL	1	2.8027737252919755	
lexical_decision	Amsel	1	-1	1.0	1.0	532.0	pIPL	1	2.7259116322950483	
lexical_decision	Harfe	1	1	1.0	1.0	704.0	pIPL	1	2.847572659142112	
lexical_decision	Gecko	-1	-1	1.0	1.0	632.0	pIPL	1	2.800717078282385	
lexical_decision	Frisbee	-1	1	1.0	1.0	888.0	pIPL	1	2.948412965778601	
lexical_decision	Schwagzerl	NA	NA	0.0	0.0	903.0	pIPL	1	2.9556877503135057	
lexical_decision	Spatz	1	-1	1.0	1.0	637.0	pIPL	1	2.8041394323353503	
lexical_decision	Miffel	NA	NA	0.0	0.0	692.0	pIPL	1	2.840106094456758	
lexical_decision	Serviette	-1	1	1.0	1.0	722.0	pIPL	1	2.858537197569639	
lexical_decision	Tühle	NA	NA	0.0	0.0	821.0	pIPL	1	2.9143431571194407	
lexical_decision	Grizeller	NA	NA	0.0	0.0	845.0	pIPL	1	2.926856708949692	
lexical_decision	Nenze	NA	NA	0.0	0.0	630.0	pIPL	1	2.7993405494535817	
lexical_decision	Krähe	1	-1	1.0	1.0	677.0	pIPL	1	2.8305886686851442	
lexical_decision	Rassel	1	1	1.0	1.0	1195.0	pIPL	1	3.0773679052841563	
lexical_decision	Kleber	-1	1	1.0	1.0	763.0	pIPL	1	2.8825245379548803	
lexical_decision	Werkiette	NA	NA	0.0	0.0	831.0	pIPL	1	2.919601023784111	
lexical_decision	Seil	-1	1	1.0	1.0	657.0	pIPL	1	2.8175653695597807	
lexical_decision	Sillennettich	NA	NA	0.0	0.0	836.0	pIPL	1	2.9222062774390163	
lexical_decision	Piranha	-1	-1	1.0	1.0	961.0	pIPL	1	2.9827233876685453	
lexical_decision	Gedüll	NA	NA	0.0	0.0	676.0	pIPL	1	2.829946695941636	
lexical_decision	Mast	-1	-1	1.0	1.0	579.0	pIPL	1	2.762678563727436	
lexical_decision	Giraffe	-1	-1	1.0	1.0	745.0	pIPL	1	2.8721562727482928	
lexical_decision	Kakrett	NA	NA	0.0	0.0	707.0	pIPL	1	2.8494194137968996	
lexical_decision	Rasserfing	NA	NA	0.0	0.0	932.0	pIPL	1	2.9694159123539814	
lexical_decision	Gewehr	1	1	1.0	1.0	767.0	pIPL	1	2.884795363948981	
lexical_decision	Gazelle	-1	-1	1.0	1.0	641.0	pIPL	1	2.8068580295188172	
lexical_decision	Hornisse	1	-1	1.0	1.0	791.0	pIPL	1	2.8981764834976764	
lexical_decision	Posaune	1	1	1.0	1.0	686.0	pIPL	1	2.8363241157067516	
lexical_decision	Fön	1	1	1.0	1.0	671.0	pIPL	1	2.826722520168992	
lexical_decision	Kanfe	NA	NA	0.0	0.0	770.0	pIPL	1	2.886490725172482	
lexical_decision	Cembalo	1	1	1.0	1.0	991.0	pIPL	1	2.9960736544852753	
lexical_decision	Ferkel	1	-1	1.0	1.0	597.0	pIPL	1	2.775974331129369	
lexical_decision	Drüte	NA	NA	0.0	0.0	652.0	pIPL	1	2.81424759573192	
lexical_decision	Nelke	-1	-1	1.0	1.0	706.0	pIPL	1	2.8488047010518036	
lexical_decision	Zwetschge	-1	1	1.0	1.0	837.0	pIPL	1	2.92272545799326	
lexical_decision	Grannung	NA	NA	0.0	0.0	876.0	sham	1	2.9425041061680806	
lexical_decision	Triangel	1	1	1.0	1.0	976.0	sham	1	2.9894498176666917	
lexical_decision	Möwe	1	-1	1.0	1.0	971.0	sham	1	2.9872192299080047	
lexical_decision	Dynamit	1	1	1.0	1.0	717.0	sham	1	2.8555191556678	
lexical_decision	Löwe	1	-1	1.0	1.0	613.0	sham	1	2.787460474518415	
lexical_decision	Pistole	1	1	1.0	1.0	642.0	sham	1	2.807535028068853	
lexical_decision	Dernbal	NA	NA	0.0	0.0	684.0	sham	1	2.835056101720116	
lexical_decision	Vulkan	1	-1	1.0	1.0	618.0	sham	1	2.790988475088816	
lexical_decision	Eibernde	NA	NA	0.0	0.0	1065.0	sham	1	3.0273496077747564	
lexical_decision	Schal	-1	1	1.0	1.0	635.0	sham	1	2.8027737252919755	
lexical_decision	Sprenze	NA	NA	0.0	0.0	911.0	sham	1	2.9595183769729982	
lexical_decision	Eidechse	-1	-1	1.0	1.0	655.0	sham	1	2.816241299991783	
lexical_decision	Portrait	-1	-1	1.0	1.0	640.0	sham	1	2.806179973983887	
lexical_decision	Kuckuck	1	-1	1.0	1.0	622.0	sham	1	2.7937903846908188	
lexical_decision	Handy	1	1	1.0	1.0	518.0	sham	1	2.714329759745233	
lexical_decision	Mixer	1	1	1.0	1.0	740.0	sham	1	2.8692317197309762	
lexical_decision	Lautsprecher	1	-1	1.0	1.0	598.0	sham	1	2.776701183988411	
lexical_decision	Präte	NA	NA	0.0	0.0	780.0	sham	1	2.8920946026904804	
lexical_decision	Pazagie	NA	NA	0.0	0.0	657.0	sham	1	2.8175653695597807	
lexical_decision	Küken	1	-1	1.0	1.0	690.0	sham	1	2.838849090737255	
lexical_decision	Atlas	-1	1	1.0	1.0	664.0	sham	1	2.8221680793680175	
lexical_decision	Binze	NA	NA	0.0	0.0	864.0	sham	1	2.936513742478893	
lexical_decision	Krücke	-1	1	1.0	1.0	754.0	sham	1	2.877371345869774	
lexical_decision	Saxophon	1	1	1.0	1.0	645.0	sham	1	2.8095597146352675	
lexical_decision	Buche	-1	-1	1.0	1.0	677.0	sham	1	2.8305886686851442	
lexical_decision	Elch	1	-1	1.0	1.0	573.0	sham	1	2.75815462196739	
lexical_decision	Arsel	NA	NA	0.0	0.0	777.0	sham	1	2.890421018800914	
lexical_decision	Lupe	-1	1	1.0	1.0	694.0	sham	1	2.841359470454855	
lexical_decision	Knarre	1	1	1.0	1.0	610.0	sham	1	2.785329835010767	
lexical_decision	Spaten	-1	1	1.0	1.0	778.0	sham	1	2.890979596989689	
lexical_decision	Geschütz	1	1	1.0	1.0	623.0	sham	1	2.7944880466591697	
lexical_decision	Rulucht	NA	NA	0.0	0.0	728.0	sham	1	2.862131379313037	
lexical_decision	Triebwerk	1	-1	1.0	1.0	687.0	sham	1	2.8369567370595505	
lexical_decision	Fundament	-1	-1	1.0	1.0	700.0	sham	1	2.845098040014257	
lexical_decision	Angel	-1	1	1.0	1.0	543.0	sham	1	2.734799829588847	
lexical_decision	Härkling	NA	NA	0.0	0.0	753.0	sham	1	2.8767949762007006	
lexical_decision	Auspuff	1	-1	1.0	1.0	639.0	sham	1	2.8055008581584002	
lexical_decision	Efeu	-1	-1	1.0	1.0	637.0	sham	1	2.8041394323353503	
lexical_decision	Paket	-1	1	1.0	1.0	675.0	sham	1	2.829303772831025	
lexical_decision	Groten	NA	NA	0.0	0.0	670.0	sham	1	2.8260748027008264	
lexical_decision	Schimpanse	1	-1	1.0	1.0	559.0	sham	1	2.747411807886423	
lexical_decision	Zochs	NA	NA	0.0	0.0	783.0	sham	1	2.8937617620579434	
lexical_decision	Zwasten	NA	NA	0.0	0.0	694.0	sham	1	2.841359470454855	
lexical_decision	Säule	-1	-1	1.0	1.0	745.0	sham	1	2.8721562727482928	
lexical_decision	Kriebwenz	NA	NA	0.0	0.0	616.0	sham	1	2.7895807121644256	
lexical_decision	Fichte	-1	-1	1.0	1.0	686.0	sham	1	2.8363241157067516	
lexical_decision	Drun	NA	NA	0.0	0.0	766.0	sham	1	2.884228769632604	
lexical_decision	Revolver	1	1	1.0	1.0	557.0	sham	1	2.745855195173729	
lexical_decision	Klarinette	1	1	1.0	1.0	672.0	sham	1	2.8273692730538253	
lexical_decision	Kapuze	-1	1	1.0	1.0	713.0	sham	1	2.8530895298518657	
lexical_decision	Rochen	-1	-1	1.0	1.0	574.0	sham	1	2.7589118923979736	
lexical_decision	Skulptur	-1	-1	1.0	1.0	551.0	sham	1	2.741151598851785	
lexical_decision	Kommode	-1	1	1.0	1.0	706.0	sham	1	2.8488047010518036	
lexical_decision	Milbe	-1	-1	1.0	1.0	740.0	sham	1	2.8692317197309762	
lexical_decision	Böller	1	1	1.0	1.0	747.0	sham	1	2.873320601815399	
lexical_decision	Klavier	1	1	1.0	1.0	589.0	sham	1	2.7701152947871015	
lexical_decision	Giede	NA	NA	0.0	0.0	761.0	sham	1	2.8813846567705728	
lexical_decision	Taube	1	-1	1.0	1.0	580.0	sham	1	2.7634279935629373	
lexical_decision	Eiche	-1	-1	1.0	1.0	537.0	sham	1	2.7299742856995555	
lexical_decision	Takafe	NA	NA	0.0	0.0	635.0	sham	1	2.8027737252919755	
lexical_decision	Spritze	-1	1	1.0	1.0	559.0	sham	1	2.747411807886423	
lexical_decision	Wondo	NA	NA	0.0	0.0	682.0	sham	1	2.833784374656479	
lexical_decision	Säge	1	1	1.0	1.0	542.0	sham	1	2.733999286538387	
lexical_decision	Fluss	1	-1	1.0	1.0	625.0	sham	1	2.7958800173440754	
lexical_decision	Harser	NA	NA	0.0	0.0	630.0	sham	1	2.7993405494535817	
lexical_decision	Holbe	NA	NA	0.0	0.0	695.0	sham	1	2.8419848045901137	
lexical_decision	Draxier	NA	NA	0.0	0.0	638.0	sham	1	2.8048206787211623	
lexical_decision	Marionette	-1	1	1.0	1.0	677.0	sham	1	2.8305886686851442	
lexical_decision	Böken	NA	NA	0.0	0.0	696.0	sham	1	2.842609239610562	
lexical_decision	Scheck	-1	1	1.0	1.0	766.0	sham	1	2.884228769632604	
lexical_decision	Kaffode	NA	NA	0.0	0.0	721.0	sham	1	2.857935264719429	
lexical_decision	Pille	-1	1	1.0	1.0	665.0	sham	1	2.8228216453031045	
lexical_decision	Känguruh	-1	-1	1.0	1.0	685.0	sham	1	2.8356905714924254	
lexical_decision	Gebläse	1	-1	1.0	1.0	595.0	sham	1	2.7745169657285498	
lexical_decision	Moos	-1	-1	1.0	1.0	610.0	sham	1	2.785329835010767	
lexical_decision	Zülle	NA	NA	0.0	0.0	644.0	sham	1	2.808885867359812	
lexical_decision	Parne	NA	NA	0.0	0.0	732.0	sham	1	2.864511081058392	
lexical_decision	Wunerall	NA	NA	0.0	0.0	706.0	sham	1	2.8488047010518036	
lexical_decision	Elme	NA	NA	0.0	0.0	609.0	sham	1	2.784617292632875	
lexical_decision	Pinzette	-1	1	1.0	1.0	680.0	sham	1	2.832508912706236	
lexical_decision	Hüwe	NA	NA	0.0	0.0	1058.0	sham	1	3.024485667699167	
lexical_decision	Palme	-1	-1	1.0	1.0	666.0	sham	1	2.823474229170301	
lexical_decision	Mikroskop	-1	1	1.0	1.0	529.0	sham	1	2.7234556720351857	
lexical_decision	Papagei	1	-1	1.0	1.0	591.0	sham	1	2.7715874808812555	
lexical_decision	Konsoffel	NA	NA	0.0	0.0	649.0	sham	1	2.812244696800369	
lexical_decision	Logo	-1	-1	1.0	1.0	654.0	sham	1	2.815577748324267	
lexical_decision	Ruste	NA	NA	0.0	0.0	656.0	sham	1	2.8169038393756605	
lexical_decision	Dusche	1	1	1.0	1.0	642.0	sham	1	2.807535028068853	
lexical_decision	Rabe	1	-1	1.0	1.0	543.0	sham	1	2.734799829588847	
lexical_decision	Urze	NA	NA	0.0	0.0	609.0	sham	1	2.784617292632875	
lexical_decision	Tuba	1	1	1.0	1.0	627.0	sham	1	2.7972675408307164	
lexical_decision	Hemd	-1	1	1.0	1.0	629.0	sham	1	2.798650645445269	
lexical_decision	Affe	1	-1	1.0	1.0	491.0	sham	1	2.6910814921229687	
lexical_decision	Bumerang	-1	1	1.0	1.0	650.0	sham	1	2.8129133566428557	
lexical_decision	Rakete	1	1	1.0	1.0	539.0	sham	1	2.7315887651867388	
lexical_decision	Ahorn	-1	-1	1.0	1.0	494.0	sham	1	2.693726948923647	
lexical_decision	Brandung	1	-1	1.0	1.0	680.0	sham	1	2.832508912706236	
lexical_decision	Feise	NA	NA	0.0	0.0	667.0	sham	1	2.824125833916549	
lexical_decision	Chamäleon	-1	-1	1.0	1.0	607.0	sham	1	2.7831886910752575	
lexical_decision	Mango	-1	1	1.0	1.0	596.0	sham	1	2.7752462597402365	
lexical_decision	Stumptum	NA	NA	0.0	0.0	718.0	sham	1	2.8561244442423	
lexical_decision	Uhu	1	-1	1.0	1.0	541.0	sham	1	2.7331972651065692	
lexical_decision	Kuvert	-1	1	1.0	1.0	1154.0	sham	1	3.0622058088197126	
lexical_decision	Bongo	1	1	1.0	0.0	863.0	sham	1	2.9360107957152097	
lexical_decision	Wäller	NA	NA	0.0	0.0	910.0	sham	1	2.9590413923210934	
lexical_decision	Dolch	-1	1	1.0	1.0	566.0	sham	1	2.7528164311882715	
lexical_decision	Denkmal	-1	-1	1.0	1.0	643.0	sham	1	2.808210972924222	
lexical_decision	Pinnitte	NA	NA	0.0	0.0	786.0	sham	1	2.895422546039408	
lexical_decision	Pirtel	NA	NA	0.0	0.0	640.0	sham	1	2.806179973983887	
lexical_decision	Tröte	1	1	1.0	1.0	929.0	sham	1	2.968015713993642	
lexical_decision	Rotor	1	-1	1.0	1.0	767.0	sham	1	2.884795363948981	
lexical_decision	Ziege	1	-1	1.0	1.0	547.0	sham	1	2.737987326333431	
lexical_decision	Geige	1	1	1.0	1.0	611.0	sham	1	2.786041210242554	
lexical_decision	Marder	-1	-1	1.0	1.0	503.0	sham	1	2.7015679850559273	
lexical_decision	Hehm	NA	NA	0.0	0.0	761.0	sham	1	2.8813846567705728	
lexical_decision	Karaffe	-1	1	1.0	1.0	1077.0	sham	1	3.0322157032979815	
lexical_decision	Gorilla	1	-1	1.0	1.0	667.0	sham	1	2.824125833916549	
lexical_decision	Zwarbe	NA	NA	0.0	0.0	660.0	sham	1	2.8195439355418688	
lexical_decision	Mofa	1	1	1.0	1.0	600.0	sham	1	2.7781512503836434	
lexical_decision	Hummel	1	-1	1.0	1.0	644.0	sham	1	2.808885867359812	
lexical_decision	Auto	1	1	1.0	1.0	613.0	sham	1	2.787460474518415	
lexical_decision	Zostose	NA	NA	0.0	0.0	825.0	sham	1	2.916453948549925	
lexical_decision	Blafite	NA	NA	0.0	0.0	728.0	sham	1	2.862131379313037	
lexical_decision	Rinne	-1	-1	1.0	1.0	607.0	sham	1	2.7831886910752575	
lexical_decision	Akkordeon	1	1	1.0	1.0	659.0	sham	1	2.8188854145940097	
lexical_decision	Topeh	NA	NA	0.0	0.0	700.0	sham	1	2.845098040014257	
lexical_decision	Schnecke	-1	-1	1.0	1.0	588.0	sham	1	2.7693773260761385	
lexical_decision	Geschärm	NA	NA	0.0	0.0	832.0	sham	1	2.920123326290724	
lexical_decision	Skizze	-1	1	1.0	1.0	584.0	sham	1	2.7664128471123997	
lexical_decision	Strub	NA	NA	0.0	0.0	733.0	sham	1	2.8651039746411278	
lexical_decision	Dachs	-1	-1	1.0	1.0	520.0	sham	1	2.716003343634799	
lexical_decision	Frosch	1	-1	1.0	1.0	568.0	sham	1	2.754348335711019	
lexical_decision	Fremmel	NA	NA	0.0	0.0	627.0	sham	1	2.7972675408307164	
lexical_decision	Himbeere	-1	1	1.0	1.0	581.0	sham	1	2.7641761323903307	
lexical_decision	Grille	1	-1	1.0	1.0	604.0	sham	1	2.7810369386211318	
lexical_decision	Fagott	1	1	1.0	1.0	636.0	sham	1	2.803457115648414	
lexical_decision	Otter	-1	-1	1.0	1.0	522.0	sham	1	2.717670503002262	
lexical_decision	Jäche	NA	NA	0.0	0.0	724.0	sham	1	2.859738566197147	
lexical_decision	Pfosten	-1	-1	1.0	1.0	572.0	sham	1	2.7573960287930244	
lexical_decision	Oktopus	-1	-1	1.0	1.0	563.0	sham	1	2.7505083948513462	
lexical_decision	Kartoffel	-1	1	1.0	1.0	535.0	sham	1	2.7283537820212285	
lexical_decision	Gürtel	-1	1	1.0	1.0	588.0	sham	1	2.7693773260761385	
lexical_decision	Rotkehlchen	1	-1	1.0	1.0	637.0	sham	1	2.8041394323353503	
lexical_decision	Tifete	NA	NA	0.0	0.0	653.0	sham	1	2.814913181275074	
lexical_decision	Runnel	NA	NA	0.0	0.0	781.0	sham	1	2.8926510338773004	
lexical_decision	Antilope	-1	-1	1.0	1.0	622.0	sham	1	2.7937903846908188	
lexical_decision	Trommel	1	1	1.0	1.0	645.0	sham	1	2.8095597146352675	
lexical_decision	Säugling	1	1	1.0	1.0	777.0	sham	1	2.890421018800914	
lexical_decision	Sotfeppchen	NA	NA	0.0	0.0	1127.0	sham	1	3.0519239160461065	
lexical_decision	Scheldanse	NA	NA	0.0	0.0	797.0	sham	1	2.9014583213961123	
lexical_decision	Blosch	NA	NA	0.0	0.0	686.0	sham	1	2.8363241157067516	
lexical_decision	Granate	1	1	1.0	1.0	691.0	sham	1	2.8394780473741985	
